community_id,community_size,rank_in_community,actor_name,actor_id,weighted_degree,degree,projects,main_genre
193,2,1,Rosita Barberán,nm1260101,1,1,1,Unknown
193,2,2,Ketty Murcy,nm1261151,1,1,1,Unknown
194,2,1,T.W.H. Veale,nm1273315,1,1,1,War
194,2,2,James Richardson,nm1270825,1,1,1,War
195,2,1,Kikugoro Onoe V,nm1272675,1,1,1,Horror
195,2,2,Danjuro Ichikawa,nm1272063,1,1,1,Horror
210,2,1,nm2940350,nm2940350,1,1,2,Short
210,2,2,nm2940072,nm2940072,1,1,2,Short
211,2,1,nm3692829,nm3692829,1,1,1,Documentary
211,2,2,nm3691272,nm3691272,1,1,1,Documentary
